transaction_id,account_id,amount,transaction_type,account_age_years,country_risk_level,is_foreign_transaction,num_prev_transactions,previous_suspicious_activity,avg_transaction_amount,time_of_day,device_type,customer_type,location_match,account_balance,txn_velocity_score,unusual_activity_flag,label
T08523,A1524,102074.84,crypto,7.9,low,1,38,0,38877.12,afternoon,mobile,personal,0,1440336.52,0.83,0,1
T08524,A3690,415830.99,upi,8.6,low,0,36,1,30884.07,afternoon,mobile,personal,1,1391255.11,0.3,0,1
T08525,A7251,108008.62,cash,1.6,low,1,22,1,2962.97,night,web,personal,0,919397.61,0.99,0,1
T08526,A1119,254102.59,upi,6.4,high,1,6,0,17216.33,afternoon,web,personal,1,470036.14,0.28,1,1
T08527,A9419,352849.82,bank_transfer,2.2,low,1,2,0,40919.22,morning,atm,personal,1,540053.78,0.96,0,0
T08528,A1720,361769.82,online_transfer,6.5,medium,0,35,1,9086.14,evening,mobile,personal,0,159092.83,0.37,1,1
T08529,A4822,337218.32,bank_transfer,3.0,high,1,43,1,48729.27,evening,web,personal,1,571064.86,0.2,1,1
T08530,A3180,472297.65,crypto,6.9,high,1,31,1,48879.15,evening,atm,personal,0,718469.73,0.19,1,1
T08531,A2213,241472.99,cheque,5.2,high,0,16,1,45213.21,afternoon,atm,business,0,1158467.76,0.41,1,1
T08532,A6432,358433.37,bank_transfer,5.3,medium,0,27,1,7547.09,afternoon,atm,business,1,272501.03,0.08,1,1
T08533,A6035,189511.88,online_transfer,4.4,high,1,35,0,3983.44,evening,mobile,personal,0,1591031.76,0.16,0,1
T08534,A3221,38562.57,upi,1.6,medium,1,33,1,30010.93,night,atm,personal,0,1508139.63,0.24,0,0
T08535,A7846,85388.22,crypto,9.5,low,1,12,0,35648.23,night,web,business,0,1232908.33,0.06,1,0
T08536,A2466,22611.12,cheque,12.4,medium,0,32,1,42727.46,night,atm,business,0,229232.05,0.12,1,1
T08537,A6374,269427.2,bank_transfer,1.2,medium,0,45,0,18013.12,night,atm,personal,1,1208296.79,0.68,1,1
T08538,A4730,439643.27,online_transfer,8.2,low,0,5,1,32821.77,night,web,business,0,1615582.29,0.94,1,1
T08539,A1351,358707.26,cheque,1.1,low,0,18,0,44718.03,afternoon,atm,personal,0,563162.9,0.26,0,0
T08540,A5511,200496.25,online_transfer,11.5,high,1,42,1,29072.93,afternoon,atm,personal,0,319487.5,0.04,0,1
T08541,A4345,22807.16,cheque,10.9,low,1,27,0,47652.88,evening,mobile,personal,1,1251159.51,0.15,1,0
T08542,A5858,499354.68,upi,12.3,low,0,21,0,8171.26,morning,atm,business,1,34829.33,0.75,1,1
T08543,A7768,279490.95,upi,12.4,low,1,27,0,22265.37,evening,mobile,business,1,999662.99,0.32,0,0
T08544,A8019,135294.64,crypto,12.1,low,0,38,1,27284.0,afternoon,web,personal,1,115836.03,0.64,1,1
T08545,A6510,409692.92,crypto,10.1,high,0,45,0,7586.82,evening,atm,business,0,175156.11,0.08,0,1
T08546,A7191,356121.44,crypto,1.7,high,1,26,0,13525.79,evening,atm,business,0,987070.89,0.45,0,1
T08547,A2419,241373.67,bank_transfer,8.0,medium,0,1,1,24703.71,afternoon,mobile,personal,0,1349193.37,0.15,0,0
T08548,A3652,361513.58,online_transfer,6.7,medium,0,32,0,42474.81,afternoon,atm,personal,1,154628.44,0.21,1,1
T08549,A2933,353428.66,bank_transfer,6.1,high,0,46,1,30901.23,evening,mobile,personal,0,1477449.92,0.95,1,1
T08550,A4378,480413.87,bank_transfer,0.2,medium,1,7,0,39233.41,evening,mobile,personal,0,116682.34,0.72,1,1
T08551,A8375,412147.99,crypto,0.6,high,1,5,1,43345.94,morning,web,personal,1,483482.78,0.36,1,1
T08552,A8765,373020.34,crypto,8.9,high,1,18,1,34103.93,night,atm,personal,1,610584.06,0.39,1,1
T08553,A5677,51625.41,cash,12.2,low,0,17,0,2692.51,afternoon,mobile,personal,0,1353306.14,0.42,0,0
T08554,A6958,398338.0,upi,13.5,medium,1,31,1,38304.41,evening,atm,business,1,1026631.61,0.48,1,1
T08555,A7465,447868.83,online_transfer,5.3,medium,0,3,1,21856.07,evening,atm,business,1,167117.24,0.66,1,1
T08556,A6994,425012.83,bank_transfer,12.5,low,1,13,1,3247.79,night,mobile,personal,1,1891071.43,0.79,0,1
T08557,A1490,55617.18,crypto,14.5,high,0,42,0,24174.98,evening,mobile,business,1,1099617.36,0.46,1,1
T08558,A3753,298448.92,cheque,2.5,medium,0,28,0,6117.59,night,mobile,personal,0,103264.97,0.46,1,1
T08559,A7732,96278.36,crypto,1.2,medium,0,25,0,15815.37,evening,web,personal,1,1532919.01,0.51,0,0
T08560,A8871,381529.52,online_transfer,7.9,low,1,6,1,8213.07,evening,mobile,business,1,468989.86,0.76,1,1
T08561,A7306,370765.5,crypto,6.5,low,1,9,0,43323.06,afternoon,atm,personal,0,1991643.54,0.58,1,1
T08562,A3170,140988.27,upi,14.9,low,0,30,1,28628.81,afternoon,atm,personal,1,1771247.79,0.69,1,1
T08563,A5867,10880.52,crypto,14.7,medium,0,40,1,28170.74,afternoon,atm,personal,1,1580812.76,0.73,1,1
T08564,A2232,79263.29,cash,6.4,medium,0,12,0,15451.02,evening,web,business,0,1557849.89,0.33,1,0
T08565,A4696,184096.37,cheque,11.0,medium,1,47,1,33670.85,night,mobile,personal,0,1833337.22,0.04,0,1
T08566,A1075,199060.02,crypto,5.0,medium,0,6,1,1700.8,morning,mobile,personal,0,1928462.91,0.41,1,1
T08567,A1143,157640.91,cash,5.6,low,1,7,0,45118.04,afternoon,web,business,1,1474454.82,0.34,1,1
T08568,A5094,122006.41,upi,9.8,medium,1,22,1,1988.12,afternoon,mobile,business,0,1691368.54,0.21,1,1
T08569,A6617,162010.62,upi,3.4,medium,0,39,0,41476.08,evening,atm,business,1,1372629.74,0.35,1,1
T08570,A2755,479882.3,crypto,2.9,high,1,30,0,21335.26,evening,web,business,0,1061868.27,0.57,0,1
T08571,A3162,440002.36,bank_transfer,12.4,low,1,35,0,20034.18,night,web,personal,0,759671.63,0.36,1,1
T08572,A1713,300493.61,cheque,0.9,medium,0,28,1,21350.25,afternoon,web,personal,0,67783.74,0.38,0,1
T08573,A5314,428769.53,cash,0.4,high,1,46,1,26245.74,evening,web,business,1,622984.07,0.24,1,1
T08574,A1506,494982.25,upi,4.2,high,1,15,0,5275.05,afternoon,mobile,business,0,1912934.16,0.05,1,1
T08575,A8339,209030.61,cash,3.9,medium,1,34,1,35512.04,morning,mobile,personal,1,1450117.62,0.13,1,1
T08576,A4146,468429.67,online_transfer,3.8,high,1,3,0,19508.14,afternoon,atm,personal,0,987862.43,0.14,1,1
T08577,A2556,414787.74,crypto,12.5,low,0,46,1,22948.09,night,mobile,personal,1,60794.65,0.52,1,1
T08578,A6301,7162.1,online_transfer,0.4,low,1,45,1,26793.24,night,mobile,business,1,573359.69,0.47,0,1
T08579,A2812,392306.43,cash,6.7,medium,0,47,1,17657.21,evening,web,business,1,149280.29,0.59,0,1
T08580,A1356,63200.47,cash,12.2,low,1,7,0,19329.07,afternoon,web,business,1,806344.04,0.1,1,0
T08581,A1261,331861.3,cheque,14.0,high,1,31,0,49487.5,morning,mobile,personal,0,1161601.96,0.55,1,1
T08582,A6658,78902.63,cheque,1.4,medium,0,13,0,14676.26,afternoon,atm,personal,0,686838.05,0.94,0,0
T08583,A5534,127455.4,upi,6.8,low,0,25,0,27022.39,morning,atm,business,0,322698.96,0.66,1,1
T08584,A4842,342658.02,bank_transfer,11.7,high,1,26,0,44675.42,evening,atm,personal,1,1072077.33,0.95,1,1
T08585,A7044,435730.39,crypto,6.1,high,0,8,0,2237.61,afternoon,web,business,0,940242.3,0.26,1,1
T08586,A2827,204318.67,crypto,3.3,low,1,31,0,41444.8,evening,mobile,business,0,1940107.61,0.43,1,1
T08587,A2997,130773.28,cash,4.7,high,0,28,1,48451.13,afternoon,mobile,personal,0,1833700.26,0.7,0,1
T08588,A5748,417559.49,crypto,6.8,high,1,39,0,31964.9,evening,mobile,personal,1,548693.72,0.49,0,1
T08589,A9343,104614.62,crypto,11.2,medium,1,5,0,37863.94,afternoon,web,personal,1,1377280.66,0.46,0,0
T08590,A5155,392274.59,upi,6.8,low,0,50,0,20677.95,evening,mobile,business,1,1977251.08,0.12,0,0
T08591,A3248,442522.74,upi,6.5,high,1,37,1,33118.34,morning,atm,personal,0,802271.92,0.93,0,1
T08592,A5573,195225.58,cheque,6.0,medium,1,11,1,7631.55,afternoon,mobile,business,1,1692950.25,0.7,0,1
T08593,A2989,320019.92,upi,11.8,low,1,10,1,39875.42,morning,atm,business,1,1248168.17,0.33,0,1
T08594,A7502,272051.98,online_transfer,4.4,low,0,42,1,15266.82,night,atm,business,1,1159264.47,0.76,1,1
T08595,A4071,323722.66,cash,12.0,high,1,47,0,42736.73,night,web,personal,1,1102281.25,0.07,0,1
T08596,A4475,329875.43,upi,11.2,medium,1,47,0,46092.63,evening,mobile,business,1,230767.62,0.27,1,1
T08597,A8251,259616.48,upi,0.6,low,1,22,0,29904.63,night,web,business,0,1568251.11,0.96,1,1
T08598,A4206,260502.92,bank_transfer,10.2,high,0,18,0,43402.57,evening,mobile,business,1,1116818.65,0.88,0,1
T08599,A1065,430359.29,upi,13.5,low,0,27,1,2163.67,evening,mobile,business,1,346556.02,0.46,1,1
T08600,A5046,142308.04,cash,6.9,high,1,24,0,42031.34,morning,web,business,1,964670.64,0.42,1,1
T08601,A9128,96573.12,online_transfer,8.0,high,0,36,0,27729.45,afternoon,atm,business,1,1778257.86,0.24,1,1
T08602,A3728,27522.47,upi,0.7,medium,1,37,1,4847.62,night,web,business,1,841329.71,0.41,0,1
T08603,A9131,213339.15,bank_transfer,9.2,medium,1,44,0,32057.86,afternoon,mobile,personal,1,1185837.68,0.29,1,1
T08604,A9955,69234.68,cheque,14.1,low,1,16,0,49852.52,night,atm,business,1,912817.93,0.08,0,0
T08605,A8244,205810.3,crypto,13.1,low,1,44,1,28191.73,morning,mobile,business,0,1169408.55,0.14,0,1
T08606,A9706,203530.72,bank_transfer,1.9,medium,1,50,0,5325.92,night,web,business,1,1648901.61,0.38,0,0
T08607,A8084,267614.16,crypto,10.9,high,1,8,1,11051.9,afternoon,web,business,1,1245039.07,0.04,1,1
T08608,A5240,357367.65,cash,5.1,high,1,3,1,39124.23,afternoon,mobile,personal,0,532759.77,0.48,1,1
T08609,A8375,87010.61,bank_transfer,12.7,low,0,13,0,12616.16,morning,web,business,1,1022517.53,0.67,1,0
T08610,A2941,94466.94,crypto,14.3,medium,0,13,0,34892.7,evening,web,business,0,1844392.54,0.61,0,0
T08611,A6101,398313.77,crypto,1.4,high,0,49,1,5559.49,morning,mobile,business,1,1698665.75,0.27,1,1
T08612,A2097,285750.76,online_transfer,13.3,medium,1,48,1,26684.06,night,atm,personal,1,1008096.51,0.31,0,1
T08613,A2783,83418.63,upi,7.9,high,0,26,1,47056.61,morning,mobile,business,0,1692419.86,0.76,1,1
T08614,A9930,171429.78,crypto,14.6,high,1,19,1,48965.42,night,mobile,personal,0,1418310.79,0.46,0,1
T08615,A4632,35965.78,cheque,5.4,medium,1,34,1,37132.07,morning,mobile,business,0,1640596.2,0.14,1,1
T08616,A9400,410719.35,cash,12.9,high,1,39,0,34737.6,morning,atm,personal,1,1404008.99,0.59,1,1
T08617,A8002,353706.26,online_transfer,12.9,low,1,43,1,4183.71,evening,mobile,business,1,155304.21,0.82,0,1
T08618,A6006,339217.69,online_transfer,13.7,low,0,11,1,31914.97,night,mobile,business,0,1983390.37,0.2,0,0
T08619,A7447,416603.1,upi,13.0,low,1,43,0,45258.02,morning,atm,personal,0,1258586.76,0.81,1,1
T08620,A3680,172810.37,cheque,13.4,medium,0,2,1,14418.94,afternoon,web,business,1,1440021.52,0.32,1,1
T08621,A6482,206975.07,crypto,9.4,low,0,1,1,33755.59,afternoon,atm,business,1,1024564.33,0.49,1,1
T08622,A4594,265391.53,bank_transfer,3.0,high,1,50,0,37887.22,morning,atm,business,1,32554.16,0.97,1,1
T08623,A6618,229751.81,cheque,7.9,low,0,10,1,16940.87,evening,mobile,business,1,1641261.56,0.08,1,1
T08624,A8967,265915.45,upi,2.0,low,1,6,0,40392.29,night,web,personal,1,1600235.81,0.33,1,1
T08625,A9838,95078.61,crypto,14.4,high,1,38,1,19663.04,morning,atm,business,0,1673278.22,0.63,1,1
T08626,A7930,59408.64,cheque,14.5,medium,0,8,1,39904.21,evening,web,business,0,743440.52,0.71,1,1
T08627,A3734,404527.05,upi,5.5,high,1,36,0,42872.29,morning,atm,business,0,1793595.4,0.76,0,1
T08628,A8720,299056.16,cheque,7.0,high,0,14,1,15277.41,afternoon,mobile,business,1,1962604.28,0.05,0,1
T08629,A8330,224379.58,crypto,6.2,medium,1,26,1,40045.46,evening,web,business,0,1340784.72,0.7,1,1
T08630,A2928,242067.79,upi,11.7,high,0,8,0,8949.0,morning,web,personal,0,604758.62,0.55,1,1
T08631,A3896,138601.73,cash,9.7,low,0,47,0,10123.08,night,atm,personal,1,1469034.0,0.85,1,1
T08632,A8669,356452.51,bank_transfer,9.6,high,0,15,0,19284.26,morning,web,personal,1,1109325.3,0.22,0,0
T08633,A6691,66039.8,online_transfer,3.5,medium,1,29,0,28795.41,night,web,personal,1,311860.57,0.01,1,0
T08634,A5441,306940.81,crypto,3.2,high,0,43,0,39189.92,morning,atm,personal,1,82192.45,0.66,1,1
T08635,A5906,437343.63,cheque,5.6,high,0,18,0,34268.21,night,mobile,business,0,1695180.43,0.54,1,1
T08636,A6476,28017.91,crypto,8.7,medium,1,26,1,36058.08,afternoon,atm,business,1,1934281.43,0.87,1,1
T08637,A1516,142095.9,bank_transfer,12.3,low,1,33,1,43507.73,afternoon,web,personal,1,1087624.69,0.97,0,1
T08638,A9994,101311.47,online_transfer,1.3,low,0,14,1,14742.86,night,web,business,1,217316.77,0.15,1,1
T08639,A4563,132975.25,online_transfer,1.5,medium,1,9,0,2793.47,morning,atm,personal,0,126413.25,0.01,0,0
T08640,A4871,412251.94,bank_transfer,3.0,low,1,13,0,21236.08,night,atm,business,1,520448.07,0.19,1,1
T08641,A6118,109341.26,upi,1.9,low,0,15,1,21112.5,afternoon,web,business,0,1703651.18,0.37,1,1
T08642,A6023,239362.51,cheque,11.1,medium,0,17,1,29163.14,night,web,personal,0,1611139.1,0.0,1,1
T08643,A9835,338321.76,crypto,1.6,medium,0,10,0,9362.9,night,web,business,0,1647661.14,0.38,1,0
T08644,A9018,436139.38,upi,14.4,high,0,19,1,27610.74,afternoon,web,business,0,1541950.47,0.66,0,1
T08645,A5527,486313.76,cheque,3.0,low,1,23,0,40572.85,morning,mobile,personal,0,1345654.14,0.13,0,0
T08646,A6604,152075.57,cash,1.4,low,0,4,1,37664.71,afternoon,mobile,personal,1,933431.2,0.68,1,1
T08647,A1796,347273.1,online_transfer,5.2,high,0,47,0,42281.1,evening,atm,personal,1,1264334.31,0.92,1,1
T08648,A4417,409460.24,cash,8.1,medium,0,37,0,27578.02,evening,web,personal,1,452493.55,0.64,1,1
T08649,A8566,387846.48,upi,1.1,low,0,50,1,40189.87,afternoon,mobile,business,0,4376.3,0.69,0,1
T08650,A8819,94027.06,online_transfer,3.0,high,1,21,0,35458.71,evening,web,personal,1,1015522.83,0.85,0,1
T08651,A8701,131579.87,online_transfer,6.7,low,1,5,0,45905.27,morning,atm,business,0,1159492.01,0.7,1,1
T08652,A3673,16339.86,cash,14.3,low,1,7,1,7033.71,evening,atm,personal,0,1445608.18,0.74,0,0
T08653,A1438,429579.47,upi,3.8,medium,0,26,1,2020.94,evening,atm,business,0,1596398.41,0.22,0,1
T08654,A4125,73418.32,online_transfer,6.7,medium,0,22,0,15031.22,morning,web,personal,1,1842061.29,0.25,1,0
T08655,A1944,224381.34,upi,6.0,medium,1,47,0,6664.2,evening,mobile,business,0,1331590.31,0.36,1,1
T08656,A4066,423054.56,cash,13.7,low,1,2,0,25581.57,morning,web,personal,1,431158.85,0.56,0,0
T08657,A1591,180653.91,cheque,14.5,medium,0,22,0,43956.35,afternoon,atm,business,1,1101350.02,0.4,0,0
T08658,A5684,98527.62,cheque,9.4,low,1,15,1,12073.55,morning,web,business,1,1591214.47,0.13,0,0
T08659,A7000,30796.46,cheque,0.2,high,1,41,0,26843.7,evening,web,personal,0,1653026.93,0.78,1,1
T08660,A9254,54783.12,cheque,2.3,high,0,26,1,46152.22,evening,mobile,personal,0,978328.22,0.88,0,1
T08661,A1105,1952.84,upi,10.9,high,1,29,0,40956.68,afternoon,web,personal,1,692911.72,0.56,1,1
T08662,A9041,206268.76,crypto,8.5,medium,1,46,0,28900.78,morning,atm,business,0,275985.82,0.53,1,1
T08663,A9758,492978.69,online_transfer,5.5,high,0,39,1,9667.38,morning,mobile,business,0,74493.82,0.4,0,1
T08664,A6408,187753.74,bank_transfer,3.6,medium,0,39,0,20386.95,afternoon,atm,business,0,1424514.73,0.13,1,1
T08665,A6540,264111.12,online_transfer,1.9,low,1,10,1,8747.82,afternoon,atm,business,0,843356.68,0.47,0,1
T08666,A7749,113821.97,crypto,14.7,medium,1,45,0,38969.71,afternoon,web,business,1,872622.32,0.51,1,1
T08667,A3306,320392.22,upi,9.6,medium,1,32,1,4698.62,evening,atm,personal,1,1249195.23,0.26,1,1
T08668,A6792,105818.46,cheque,4.5,medium,0,21,1,49759.45,morning,atm,business,1,527957.33,0.47,0,1
T08669,A3120,77106.41,crypto,1.9,high,1,12,0,2204.11,afternoon,atm,personal,0,937050.33,0.5,1,1
T08670,A4224,439927.97,cheque,3.1,low,0,25,1,4974.91,morning,atm,business,0,1135164.47,0.74,1,1
T08671,A1170,38524.59,crypto,1.0,medium,1,35,0,40359.59,night,web,business,0,206662.03,0.52,0,0
T08672,A4450,70023.25,cash,8.4,medium,0,18,1,26502.85,morning,mobile,business,0,1099013.44,0.7,1,0
T08673,A1706,270007.27,online_transfer,11.3,medium,1,27,1,38404.33,morning,mobile,personal,0,1349676.65,0.84,0,1
T08674,A9326,341137.05,crypto,14.2,high,0,37,1,37512.99,afternoon,web,personal,1,1426255.03,0.74,0,1
T08675,A8513,197607.48,bank_transfer,9.9,low,1,10,1,6904.41,afternoon,atm,business,0,1599444.32,0.27,0,1
T08676,A7922,456385.66,bank_transfer,14.4,low,0,37,1,43862.08,evening,mobile,business,1,1165454.74,0.15,0,1
T08677,A1452,469587.17,online_transfer,0.1,high,0,22,0,47325.76,evening,web,business,1,1370516.91,0.53,0,1
T08678,A7141,176414.23,bank_transfer,1.4,medium,1,1,0,29817.72,night,web,personal,0,732437.69,0.42,1,1
T08679,A3825,436466.44,cash,0.4,low,1,46,1,40124.58,afternoon,web,personal,1,969430.06,0.25,0,1
T08680,A9396,91236.2,online_transfer,10.7,medium,0,38,0,24018.57,evening,web,personal,1,571285.57,0.94,0,0
T08681,A9884,411277.38,cash,5.5,medium,0,4,1,35494.67,night,atm,personal,1,593790.93,0.03,1,1
T08682,A7622,77384.58,cash,1.9,low,0,36,0,35510.76,morning,web,business,0,534919.01,0.14,1,0
T08683,A4263,478035.64,crypto,8.7,high,0,40,0,49419.86,night,atm,business,0,538620.75,0.56,1,1
T08684,A8182,342402.89,upi,1.8,medium,0,29,1,14565.19,afternoon,mobile,personal,1,1250315.74,0.93,1,1
T08685,A3504,200034.94,cheque,8.4,high,0,4,1,8186.06,morning,mobile,personal,0,54505.68,0.45,1,1
T08686,A5480,453423.17,cash,5.5,high,1,10,0,29076.5,morning,atm,business,0,1952013.55,0.76,0,1
T08687,A7969,122746.0,crypto,11.3,medium,1,39,1,10644.47,evening,mobile,personal,0,1236439.14,0.66,1,1
T08688,A8817,235470.07,cash,8.8,high,1,13,1,19953.19,night,atm,business,0,1316147.4,0.49,0,1
T08689,A6478,102995.16,online_transfer,11.5,low,0,29,1,3594.01,night,atm,personal,0,694444.73,0.04,0,1
T08690,A9960,74051.55,bank_transfer,9.7,low,1,45,0,24244.15,evening,atm,personal,0,1345350.09,0.49,1,0
T08691,A1484,51336.59,upi,8.1,medium,0,3,0,32075.43,night,web,business,0,296923.82,0.79,0,0
T08692,A4453,203585.53,online_transfer,2.8,medium,1,17,1,36280.2,morning,web,business,0,1755693.9,0.02,1,1
T08693,A8675,50690.16,cheque,10.8,high,1,9,1,4204.43,evening,mobile,business,0,1475194.77,0.41,1,1
T08694,A8273,70534.87,crypto,14.4,medium,1,50,1,24376.25,morning,atm,business,0,309450.38,0.37,0,0
T08695,A8018,415409.48,crypto,8.0,high,1,45,0,48617.04,afternoon,web,business,0,1482949.25,0.82,0,1
T08696,A2689,74500.96,upi,5.0,medium,0,43,1,28893.83,night,web,personal,0,67762.49,0.04,1,1
T08697,A5047,124740.72,bank_transfer,12.2,medium,0,41,1,39192.61,evening,web,personal,1,1034047.68,0.61,1,1
T08698,A5388,155986.87,upi,7.7,low,1,45,1,43235.85,evening,mobile,personal,0,1376205.13,0.93,0,1
T08699,A8366,155549.18,upi,12.4,low,1,40,0,5112.74,morning,atm,business,0,934215.88,0.29,0,0
T08700,A5356,477500.22,online_transfer,0.6,high,0,6,0,1675.36,afternoon,mobile,business,0,1254014.86,0.14,1,1
T08701,A6442,327842.55,cash,2.0,high,1,32,1,25621.73,evening,atm,business,1,128603.24,0.15,1,1
T08702,A5626,431394.29,bank_transfer,3.0,medium,1,34,0,39766.12,night,mobile,business,0,947954.9,0.27,0,0
T08703,A9491,39945.34,online_transfer,2.9,medium,0,48,1,24252.1,morning,mobile,business,0,918009.32,0.39,0,0
T08704,A4163,86331.77,upi,3.3,high,1,30,0,31049.19,evening,mobile,personal,0,1569598.42,0.14,0,0
T08705,A2087,452693.01,cheque,11.0,high,1,6,0,33475.09,evening,atm,business,0,1347252.01,0.73,0,1
T08706,A2430,252190.75,online_transfer,14.6,medium,1,33,1,11653.77,evening,atm,business,1,865123.78,0.42,0,1
T08707,A5060,327995.78,cheque,2.5,low,1,50,1,45524.94,morning,mobile,personal,1,1745631.73,0.7,0,1
T08708,A2212,473961.17,cash,6.2,high,0,8,0,18610.52,morning,mobile,personal,1,1729376.49,0.9,1,1
T08709,A6539,323431.7,cash,11.3,high,1,46,0,6602.31,afternoon,atm,personal,0,805607.05,0.59,0,1
T08710,A6183,466750.18,bank_transfer,13.4,medium,0,47,0,12447.29,afternoon,mobile,personal,1,1259402.85,0.61,1,1
T08711,A5102,406628.42,cheque,14.1,low,1,15,0,9822.6,afternoon,web,business,1,1505976.37,0.88,0,0
T08712,A9435,152394.43,cheque,7.9,low,1,21,1,42460.51,morning,mobile,personal,1,301762.6,0.27,1,1
T08713,A2530,366559.0,online_transfer,9.6,high,1,8,1,28511.87,afternoon,atm,personal,1,1748891.69,0.64,1,1
T08714,A4252,416700.29,cheque,13.4,high,1,46,0,21487.58,afternoon,mobile,personal,0,155434.71,0.23,1,1
T08715,A3246,163833.12,crypto,6.8,high,0,37,1,48076.96,night,mobile,personal,1,742323.58,0.21,0,1
T08716,A2625,344248.25,cash,7.5,medium,0,32,1,40655.44,evening,mobile,business,0,972336.86,0.8,1,1
T08717,A8427,94589.05,cash,9.7,high,0,37,0,4619.11,night,web,personal,1,1326809.8,0.29,0,0
T08718,A6803,214365.45,crypto,10.1,low,0,37,0,38034.29,afternoon,web,business,1,1096514.97,0.28,0,0
T08719,A6605,219640.86,upi,6.9,medium,0,28,0,1647.7,afternoon,atm,business,1,1879368.85,0.65,1,1
T08720,A3521,335743.38,cheque,11.8,high,0,35,1,47567.41,night,atm,personal,0,1447559.83,0.4,0,1
T08721,A2338,98103.27,crypto,1.5,low,0,35,0,42922.8,afternoon,web,business,1,1562301.66,0.59,1,0
T08722,A3656,74505.7,upi,13.0,high,0,48,0,11205.28,evening,mobile,business,0,1637348.2,0.4,1,1
T08723,A5828,395469.32,cheque,2.7,low,1,12,0,34728.05,afternoon,atm,personal,0,427823.19,0.51,0,0
T08724,A8699,441970.77,cash,10.2,medium,0,34,0,31426.34,afternoon,mobile,business,1,1341347.54,0.31,1,1
T08725,A7368,140094.9,cheque,10.9,medium,0,17,0,42204.21,night,mobile,personal,0,779876.94,0.45,0,0
T08726,A2059,46977.09,crypto,6.3,medium,0,6,0,17896.65,morning,web,business,1,1234321.78,0.07,0,0
T08727,A1480,388875.97,crypto,0.5,medium,1,2,1,37594.52,night,web,business,0,314634.31,0.89,0,1
T08728,A6188,16371.44,bank_transfer,8.4,low,0,31,0,4604.22,afternoon,web,personal,1,719132.45,0.25,1,0
T08729,A7367,184169.66,cheque,6.9,high,0,2,0,37481.29,morning,mobile,business,0,966407.42,0.42,1,1
T08730,A9212,107740.14,bank_transfer,0.7,high,1,9,1,7304.77,morning,web,business,0,347403.9,0.05,1,1
T08731,A1483,435648.99,online_transfer,0.5,low,1,26,0,38265.58,night,mobile,business,0,833669.03,0.37,0,1
T08732,A5580,324934.0,cheque,8.9,low,1,47,1,28459.11,night,atm,business,0,917686.95,0.66,1,1
T08733,A5370,484419.0,cheque,6.6,high,1,12,1,23028.6,afternoon,web,business,1,233533.23,0.78,0,1
T08734,A5112,125577.32,crypto,12.5,low,0,23,0,41536.03,afternoon,atm,business,1,931954.09,0.5,1,1
T08735,A2851,423710.44,crypto,6.6,medium,1,41,1,42319.48,night,mobile,business,1,1083234.81,0.44,1,1
T08736,A2900,128103.68,online_transfer,8.8,high,1,28,0,43524.97,morning,web,business,1,1810890.87,0.59,1,1
T08737,A7360,114408.64,crypto,3.9,high,1,5,1,7520.19,evening,atm,business,1,1192387.59,0.06,0,1
T08738,A1184,344431.18,online_transfer,12.8,medium,1,44,0,46611.07,night,atm,business,1,770340.22,0.24,0,0
T08739,A5621,172899.63,cheque,1.5,low,1,11,0,9614.31,afternoon,web,business,1,820789.67,0.82,0,0
T08740,A4562,85281.67,upi,11.7,high,1,3,0,19209.58,afternoon,web,business,0,190318.07,0.28,0,0
T08741,A7643,423771.79,upi,10.7,high,1,8,0,49189.76,afternoon,web,business,0,48770.65,0.09,0,1
T08742,A8161,216254.03,online_transfer,13.9,low,1,8,1,38704.59,evening,web,personal,1,1918607.42,0.23,0,1
T08743,A2672,181955.02,cheque,5.2,low,1,39,1,18388.32,morning,web,personal,1,9919.24,0.15,1,1
T08744,A8201,299542.83,online_transfer,10.7,low,1,11,1,30423.18,night,atm,personal,0,1113870.86,0.47,0,1
T08745,A9785,42714.84,upi,8.3,medium,0,25,1,5048.6,evening,web,personal,0,1017661.69,0.6,0,0
T08746,A1828,271374.02,crypto,0.7,low,0,13,0,5893.62,night,atm,business,1,1764567.7,0.13,0,0
T08747,A8079,313313.21,bank_transfer,1.8,medium,1,43,0,41776.19,afternoon,atm,business,1,1915711.65,0.79,1,1
T08748,A7004,363920.35,bank_transfer,13.0,high,0,40,1,9007.28,afternoon,web,business,0,416712.19,0.85,1,1
T08749,A2398,319751.29,crypto,4.1,high,0,38,0,32171.28,morning,mobile,personal,0,303898.68,0.46,1,1
T08750,A9734,227861.27,cash,0.4,medium,1,21,0,29140.85,morning,web,personal,0,548796.04,0.13,0,1
T08751,A6068,423712.64,cheque,0.6,low,0,44,0,13117.52,night,web,business,1,1374788.03,0.35,1,1
T08752,A4207,425441.0,upi,13.2,low,1,12,1,39172.48,morning,atm,personal,0,1541945.27,0.85,0,1
T08753,A6414,476960.26,bank_transfer,13.0,high,0,4,0,21656.69,night,mobile,personal,1,1723319.31,0.86,1,1
T08754,A8988,302455.02,cheque,14.9,low,1,21,1,37821.05,afternoon,mobile,personal,0,1294098.71,0.55,1,1
T08755,A7904,461005.89,upi,1.9,medium,0,35,1,8510.19,morning,mobile,business,0,569463.42,0.62,0,1
T08756,A9249,426444.64,online_transfer,8.8,medium,0,29,0,10812.38,afternoon,mobile,business,1,1130520.85,0.34,0,0
